group,id,course,semester,grade
3,244,Neurotechnology and Mind Control,2,8.5
3,244,Neurotechnology and Mind Control,2,10.5
3,244,Neurotechnology and Mind Control,2,10
3,244,Quantum Physics and Time Manipulation,1,17
3,244,Quantum Physics and Time Manipulation,1,8.5
3,244,Quantum Physics and Time Manipulation,1,10
3,244,Quantum Physics and Time Manipulation,1,10.5
3,244,Quantum Physics and Time Manipulation,1,14.5
3,244,Quantum Physics and Time Manipulation,1,9
3,244,Space Law and Ethics,2,10.4
3,244,Space Law and Ethics,2,9.7
3,244,Space Law and Ethics,2,8.1
3,244,Virtual Reality and Simulated Environments,1,8
3,244,Virtual Reality and Simulated Environments,1,8.5
3,244,Virtual Reality and Simulated Environments,1,16
3,244,Virtual Reality and Simulated Environments,1,10
3,244,Virtual Reality and Simulated Environments,1,15.5
3,244,Virtual Reality and Simulated Environments,1,9
3,244,Virtual Reality and Simulated Environments,1,11
3,244,Xenobiology and Extraterrestrial Life,1,8.75
3,244,Xenobiology and Extraterrestrial Life,1,8.25
3,244,Xenobiology and Extraterrestrial Life,1,15
3,244,Xenobiology and Extraterrestrial Life,1,12
3,244,Xenobiology and Extraterrestrial Life,1,7.25
3,266,Artificial Intelligence and Robotics,1,12.5
3,266,Artificial Intelligence and Robotics,1,13
3,266,Artificial Intelligence and Robotics,1,10
3,266,Artificial Intelligence and Robotics,1,13
3,266,Artificial Intelligence and Robotics,1,11
3,266,Artificial Intelligence and Robotics,1,14
3,266,Astroengineering and Planetary Colonization,1,13.5
3,266,Astroengineering and Planetary Colonization,1,13.5
3,266,Astroengineering and Planetary Colonization,1,15
3,266,Cybernetics and Human Augmentation,2,14.25
3,266,Cybernetics and Human Augmentation,2,11
3,266,Cybernetics and Human Augmentation,2,12
3,266,Cybernetics and Human Augmentation,2,13.75
3,266,Cybernetics and Human Augmentation,2,12.5
3,266,Cybernetics and Human Augmentation,2,11
3,266,Energy Harvesting and Sustainability,2,16
3,266,Energy Harvesting and Sustainability,2,11
3,266,Energy Harvesting and Sustainability,2,11.5
3,266,Energy Harvesting and Sustainability,2,16
3,266,Energy Harvesting and Sustainability,2,13
3,266,Energy Harvesting and Sustainability,2,15
3,266,Energy Harvesting and Sustainability,2,8.5
3,266,Energy Harvesting and Sustainability,2,8.5
3,266,Energy Harvesting and Sustainability,2,13
3,266,Energy Harvesting and Sustainability,2,10.5
3,266,Interstellar Travel and Navigation,2,10.6
3,266,Interstellar Travel and Navigation,2,11.9
3,266,Interstellar Travel and Navigation,2,10
3,266,Interstellar Travel and Navigation,2,12.3
3,266,Interstellar Travel and Navigation,2,13
3,266,Interstellar Travel and Navigation,2,11.5
3,266,Interstellar Travel and Navigation,2,10.2
3,266,Neurotechnology and Mind Control,2,9
3,266,Neurotechnology and Mind Control,2,10.5
3,266,Neurotechnology and Mind Control,2,12
3,266,Neurotechnology and Mind Control,2,10
3,266,Quantum Physics and Time Manipulation,1,12
3,266,Quantum Physics and Time Manipulation,1,8.5
3,266,Quantum Physics and Time Manipulation,1,7
3,266,Quantum Physics and Time Manipulation,1,11
3,266,Quantum Physics and Time Manipulation,1,11
3,266,Quantum Physics and Time Manipulation,1,11
3,266,Space Law and Ethics,2,12.4
3,266,Space Law and Ethics,2,15.8
3,266,Space Law and Ethics,2,8.5
3,266,Virtual Reality and Simulated Environments,1,7.5
3,266,Virtual Reality and Simulated Environments,1,8
3,266,Virtual Reality and Simulated Environments,1,12
3,266,Virtual Reality and Simulated Environments,1,10
3,266,Virtual Reality and Simulated Environments,1,8
3,266,Virtual Reality and Simulated Environments,1,7
3,266,Virtual Reality and Simulated Environments,1,9.5
3,266,Xenobiology and Extraterrestrial Life,1,5.75
3,266,Xenobiology and Extraterrestrial Life,1,7.5
3,266,Xenobiology and Extraterrestrial Life,1,11.25
3,266,Xenobiology and Extraterrestrial Life,1,11.75
3,277,Artificial Intelligence and Robotics,1,11
3,277,Artificial Intelligence and Robotics,1,9
3,277,Artificial Intelligence and Robotics,1,13
3,277,Artificial Intelligence and Robotics,1,14
3,277,Artificial Intelligence and Robotics,1,14
3,277,Artificial Intelligence and Robotics,1,10
3,277,Astroengineering and Planetary Colonization,1,12.5
3,277,Astroengineering and Planetary Colonization,1,8
3,277,Astroengineering and Planetary Colonization,1,10
3,277,Cybernetics and Human Augmentation,2,12.5
3,277,Cybernetics and Human Augmentation,2,12.5
3,277,Cybernetics and Human Augmentation,2,11.25
3,277,Cybernetics and Human Augmentation,2,14
3,277,Cybernetics and Human Augmentation,2,12.25
3,277,Cybernetics and Human Augmentation,2,14.75
3,277,Energy Harvesting and Sustainability,2,11
3,277,Energy Harvesting and Sustainability,2,12
3,277,Energy Harvesting and Sustainability,2,10.5
3,277,Energy Harvesting and Sustainability,2,12.5
3,277,Energy Harvesting and Sustainability,2,12.5
3,277,Energy Harvesting and Sustainability,2,12.5
3,277,Energy Harvesting and Sustainability,2,11.5
3,277,Energy Harvesting and Sustainability,2,12.5
3,277,Energy Harvesting and Sustainability,2,16
3,277,Energy Harvesting and Sustainability,2,12
3,277,Interstellar Travel and Navigation,2,11
3,277,Interstellar Travel and Navigation,2,13.3
3,277,Interstellar Travel and Navigation,2,12.3
3,277,Interstellar Travel and Navigation,2,9.4
3,277,Interstellar Travel and Navigation,2,5.9
3,277,Interstellar Travel and Navigation,2,12.4
3,277,Interstellar Travel and Navigation,2,9.6
3,277,Neurotechnology and Mind Control,2,10
3,277,Neurotechnology and Mind Control,2,11
3,277,Neurotechnology and Mind Control,2,10.5
3,277,Neurotechnology and Mind Control,2,6
3,277,Quantum Physics and Time Manipulation,1,10
3,277,Quantum Physics and Time Manipulation,1,4
3,277,Quantum Physics and Time Manipulation,1,9
3,277,Quantum Physics and Time Manipulation,1,8.5
3,277,Quantum Physics and Time Manipulation,1,11
3,277,Space Law and Ethics,2,0
3,277,Space Law and Ethics,2,7.1
3,277,Space Law and Ethics,2,12.6
3,277,Virtual Reality and Simulated Environments,1,14
3,277,Virtual Reality and Simulated Environments,1,8.5
3,277,Virtual Reality and Simulated Environments,1,14.5
3,277,Virtual Reality and Simulated Environments,1,9.5
3,277,Virtual Reality and Simulated Environments,1,12
3,277,Virtual Reality and Simulated Environments,1,10.5
3,277,Xenobiology and Extraterrestrial Life,1,11.75
3,277,Xenobiology and Extraterrestrial Life,1,8.75
3,277,Xenobiology and Extraterrestrial Life,1,11.75
3,277,Xenobiology and Extraterrestrial Life,1,13.5
3,277,Xenobiology and Extraterrestrial Life,1,11.25
3,282,Artificial Intelligence and Robotics,1,14
3,282,Artificial Intelligence and Robotics,1,8.5
3,282,Artificial Intelligence and Robotics,1,11.5
3,282,Artificial Intelligence and Robotics,1,12.5
3,282,Astroengineering and Planetary Colonization,1,12
3,282,Astroengineering and Planetary Colonization,1,17.5
3,282,Astroengineering and Planetary Colonization,1,17
3,282,Cybernetics and Human Augmentation,2,13
3,282,Cybernetics and Human Augmentation,2,11.25
3,282,Cybernetics and Human Augmentation,2,12.5
3,282,Cybernetics and Human Augmentation,2,13.75
3,282,Cybernetics and Human Augmentation,2,9.75
3,282,Cybernetics and Human Augmentation,2,14
3,282,Energy Harvesting and Sustainability,2,9.5
3,282,Energy Harvesting and Sustainability,2,9
3,282,Energy Harvesting and Sustainability,2,14.5
3,282,Energy Harvesting and Sustainability,2,10.5
3,282,Energy Harvesting and Sustainability,2,5.5
3,282,Energy Harvesting and Sustainability,2,6
3,282,Energy Harvesting and Sustainability,2,10
3,282,Energy Harvesting and Sustainability,2,12.5
3,282,Energy Harvesting and Sustainability,2,10.5
3,282,Energy Harvesting and Sustainability,2,8.5
3,282,Interstellar Travel and Navigation,2,6.8
3,282,Interstellar Travel and Navigation,2,10.2
3,282,Interstellar Travel and Navigation,2,12.8
3,282,Interstellar Travel and Navigation,2,12.3
3,282,Interstellar Travel and Navigation,2,9.4
3,282,Interstellar Travel and Navigation,2,11.6
3,282,Interstellar Travel and Navigation,2,12.1
3,282,Neurotechnology and Mind Control,2,10.5
3,282,Neurotechnology and Mind Control,2,9
3,282,Neurotechnology and Mind Control,2,5
3,282,Neurotechnology and Mind Control,2,10
3,282,Quantum Physics and Time Manipulation,1,11
3,282,Quantum Physics and Time Manipulation,1,10
3,282,Quantum Physics and Time Manipulation,1,4
3,282,Quantum Physics and Time Manipulation,1,9.5
3,282,Quantum Physics and Time Manipulation,1,7.5
3,282,Quantum Physics and Time Manipulation,1,9
3,282,Space Law and Ethics,2,10.1
3,282,Space Law and Ethics,2,8.7
3,282,Space Law and Ethics,2,7.4
3,282,Virtual Reality and Simulated Environments,1,13
3,282,Virtual Reality and Simulated Environments,1,4.5
3,282,Virtual Reality and Simulated Environments,1,11.5
3,282,Virtual Reality and Simulated Environments,1,13.5
3,282,Virtual Reality and Simulated Environments,1,10.5
3,282,Virtual Reality and Simulated Environments,1,6
3,282,Virtual Reality and Simulated Environments,1,17
3,282,Xenobiology and Extraterrestrial Life,1,10.75
3,282,Xenobiology and Extraterrestrial Life,1,11.25
3,282,Xenobiology and Extraterrestrial Life,1,12.75
3,282,Xenobiology and Extraterrestrial Life,1,11.75
3,305,Artificial Intelligence and Robotics,1,5.5
3,305,Artificial Intelligence and Robotics,1,14
3,305,Artificial Intelligence and Robotics,1,13.5
3,305,Artificial Intelligence and Robotics,1,10
3,305,Artificial Intelligence and Robotics,1,14
3,305,Artificial Intelligence and Robotics,1,10.5
3,305,Astroengineering and Planetary Colonization,1,10.5
3,305,Astroengineering and Planetary Colonization,1,12
3,305,Astroengineering and Planetary Colonization,1,13.5
3,305,Cybernetics and Human Augmentation,2,13.75
3,305,Cybernetics and Human Augmentation,2,13.75
3,305,Cybernetics and Human Augmentation,2,12.75
3,305,Cybernetics and Human Augmentation,2,14.5
3,305,Cybernetics and Human Augmentation,2,13.75
3,305,Cybernetics and Human Augmentation,2,14
3,305,Energy Harvesting and Sustainability,2,7.5
3,305,Energy Harvesting and Sustainability,2,10
3,305,Energy Harvesting and Sustainability,2,17.5
3,305,Energy Harvesting and Sustainability,2,9
3,305,Energy Harvesting and Sustainability,2,13
3,305,Energy Harvesting and Sustainability,2,13.5
3,305,Energy Harvesting and Sustainability,2,13
3,305,Energy Harvesting and Sustainability,2,15
3,305,Energy Harvesting and Sustainability,2,10.5
3,305,Energy Harvesting and Sustainability,2,14
3,305,Interstellar Travel and Navigation,2,10
3,305,Interstellar Travel and Navigation,2,10.5
3,305,Interstellar Travel and Navigation,2,11.6
3,305,Interstellar Travel and Navigation,2,10.1
3,305,Interstellar Travel and Navigation,2,11.4
3,305,Interstellar Travel and Navigation,2,11.3
3,305,Interstellar Travel and Navigation,2,9.7
3,305,Neurotechnology and Mind Control,2,8.5
3,305,Neurotechnology and Mind Control,2,11
3,305,Neurotechnology and Mind Control,2,11.5
3,305,Quantum Physics and Time Manipulation,1,8.5
3,305,Quantum Physics and Time Manipulation,1,11
3,305,Quantum Physics and Time Manipulation,1,7.5
3,305,Quantum Physics and Time Manipulation,1,11
3,305,Quantum Physics and Time Manipulation,1,12
3,305,Quantum Physics and Time Manipulation,1,8
3,305,Space Law and Ethics,2,10.3
3,305,Space Law and Ethics,2,17.5
3,305,Space Law and Ethics,2,10.5
3,305,Virtual Reality and Simulated Environments,1,9.5
3,305,Virtual Reality and Simulated Environments,1,8
3,305,Virtual Reality and Simulated Environments,1,10
3,305,Virtual Reality and Simulated Environments,1,7
3,305,Virtual Reality and Simulated Environments,1,10
3,305,Virtual Reality and Simulated Environments,1,9.5
3,305,Virtual Reality and Simulated Environments,1,9.5
3,305,Xenobiology and Extraterrestrial Life,1,11.25
3,305,Xenobiology and Extraterrestrial Life,1,13
3,305,Xenobiology and Extraterrestrial Life,1,10
3,305,Xenobiology and Extraterrestrial Life,1,10
3,305,Xenobiology and Extraterrestrial Life,1,12.5
3,349,Artificial Intelligence and Robotics,1,15
3,349,Artificial Intelligence and Robotics,1,12
3,349,Artificial Intelligence and Robotics,1,9.5
3,349,Artificial Intelligence and Robotics,1,17
3,349,Artificial Intelligence and Robotics,1,9
3,349,Artificial Intelligence and Robotics,1,14
3,349,Astroengineering and Planetary Colonization,1,14
3,349,Astroengineering and Planetary Colonization,1,10
3,349,Astroengineering and Planetary Colonization,1,11.5
3,349,Cybernetics and Human Augmentation,2,13.25
3,349,Cybernetics and Human Augmentation,2,12.5
3,349,Cybernetics and Human Augmentation,2,11.75
3,349,Cybernetics and Human Augmentation,2,13
3,349,Cybernetics and Human Augmentation,2,13
3,349,Cybernetics and Human Augmentation,2,11
3,349,Energy Harvesting and Sustainability,2,13
3,349,Energy Harvesting and Sustainability,2,6
3,349,Energy Harvesting and Sustainability,2,9.5
3,349,Energy Harvesting and Sustainability,2,15
3,349,Energy Harvesting and Sustainability,2,11.5
3,349,Energy Harvesting and Sustainability,2,9.5
3,349,Energy Harvesting and Sustainability,2,15.5
3,349,Energy Harvesting and Sustainability,2,10
3,349,Energy Harvesting and Sustainability,2,14
3,349,Energy Harvesting and Sustainability,2,12.5
3,349,Interstellar Travel and Navigation,2,8.9
3,349,Interstellar Travel and Navigation,2,9.6
3,349,Interstellar Travel and Navigation,2,11.2
3,349,Interstellar Travel and Navigation,2,10.2
3,349,Interstellar Travel and Navigation,2,12.3
3,349,Interstellar Travel and Navigation,2,8.8
3,349,Interstellar Travel and Navigation,2,12.8
3,349,Neurotechnology and Mind Control,2,9.5
3,349,Neurotechnology and Mind Control,2,8.5
3,349,Neurotechnology and Mind Control,2,13.5
3,349,Neurotechnology and Mind Control,2,11
3,349,Quantum Physics and Time Manipulation,1,11
3,349,Quantum Physics and Time Manipulation,1,11.5
3,349,Quantum Physics and Time Manipulation,1,9.5
3,349,Quantum Physics and Time Manipulation,1,8.5
3,349,Quantum Physics and Time Manipulation,1,7.5
3,349,Quantum Physics and Time Manipulation,1,7
3,349,Space Law and Ethics,2,12.4
3,349,Space Law and Ethics,2,10.6
3,349,Space Law and Ethics,2,12.3
3,349,Virtual Reality and Simulated Environments,1,14.5
3,349,Virtual Reality and Simulated Environments,1,7
3,349,Virtual Reality and Simulated Environments,1,11.5
3,349,Virtual Reality and Simulated Environments,1,7
3,349,Virtual Reality and Simulated Environments,1,9.5
3,349,Virtual Reality and Simulated Environments,1,3
3,349,Virtual Reality and Simulated Environments,1,6.5
3,349,Xenobiology and Extraterrestrial Life,1,11.75
3,349,Xenobiology and Extraterrestrial Life,1,20
3,349,Xenobiology and Extraterrestrial Life,1,9.25
3,349,Xenobiology and Extraterrestrial Life,1,9.75
3,349,Xenobiology and Extraterrestrial Life,1,10.75
3,385,Artificial Intelligence and Robotics,1,15.5
3,385,Artificial Intelligence and Robotics,1,11
3,385,Artificial Intelligence and Robotics,1,12
3,385,Artificial Intelligence and Robotics,1,12
3,385,Artificial Intelligence and Robotics,1,15
3,385,Artificial Intelligence and Robotics,1,11
3,385,Astroengineering and Planetary Colonization,1,13.5
3,385,Astroengineering and Planetary Colonization,1,12
3,385,Astroengineering and Planetary Colonization,1,13.5
3,385,Cybernetics and Human Augmentation,2,10.75
3,385,Cybernetics and Human Augmentation,2,12.5
3,385,Cybernetics and Human Augmentation,2,11.75
3,385,Cybernetics and Human Augmentation,2,12.25
3,385,Cybernetics and Human Augmentation,2,11.25
3,385,Cybernetics and Human Augmentation,2,13.5
3,385,Energy Harvesting and Sustainability,2,11
3,385,Energy Harvesting and Sustainability,2,12
3,385,Energy Harvesting and Sustainability,2,13.5
3,385,Energy Harvesting and Sustainability,2,13.5
3,385,Energy Harvesting and Sustainability,2,13.5
3,385,Energy Harvesting and Sustainability,2,13.5
3,385,Energy Harvesting and Sustainability,2,9
3,385,Energy Harvesting and Sustainability,2,13.5
3,385,Energy Harvesting and Sustainability,2,12
3,385,Interstellar Travel and Navigation,2,8
3,385,Interstellar Travel and Navigation,2,13.4
3,385,Interstellar Travel and Navigation,2,12.8
3,385,Interstellar Travel and Navigation,2,8.6
3,385,Interstellar Travel and Navigation,2,8
3,385,Interstellar Travel and Navigation,2,12.5
3,385,Neurotechnology and Mind Control,2,5.5
3,385,Neurotechnology and Mind Control,2,4.5
3,385,Neurotechnology and Mind Control,2,7.5
3,385,Neurotechnology and Mind Control,2,9.5
3,385,Quantum Physics and Time Manipulation,1,9.5
3,385,Quantum Physics and Time Manipulation,1,6.5
3,385,Quantum Physics and Time Manipulation,1,10
3,385,Quantum Physics and Time Manipulation,1,11.5
3,385,Quantum Physics and Time Manipulation,1,5.5
3,385,Space Law and Ethics,2,7.3
3,385,Space Law and Ethics,2,5.8
3,385,Space Law and Ethics,2,10.9
3,385,Virtual Reality and Simulated Environments,1,9.5
3,385,Virtual Reality and Simulated Environments,1,9.5
3,385,Virtual Reality and Simulated Environments,1,11.5
3,385,Virtual Reality and Simulated Environments,1,10
3,385,Virtual Reality and Simulated Environments,1,8
3,385,Virtual Reality and Simulated Environments,1,18
3,385,Xenobiology and Extraterrestrial Life,1,17.5
3,385,Xenobiology and Extraterrestrial Life,1,11.5
3,385,Xenobiology and Extraterrestrial Life,1,14.25
3,385,Xenobiology and Extraterrestrial Life,1,8.75
3,385,Xenobiology and Extraterrestrial Life,1,13.25
3,399,Artificial Intelligence and Robotics,1,12
3,399,Artificial Intelligence and Robotics,1,13.5
3,399,Artificial Intelligence and Robotics,1,12
3,399,Artificial Intelligence and Robotics,1,14.5
3,399,Artificial Intelligence and Robotics,1,15
3,399,Artificial Intelligence and Robotics,1,17
3,399,Astroengineering and Planetary Colonization,1,16
3,399,Astroengineering and Planetary Colonization,1,13
3,399,Astroengineering and Planetary Colonization,1,13
3,399,Cybernetics and Human Augmentation,2,10.75
3,399,Cybernetics and Human Augmentation,2,12.75
3,399,Cybernetics and Human Augmentation,2,11
3,399,Cybernetics and Human Augmentation,2,11.75
3,399,Cybernetics and Human Augmentation,2,12.25
3,399,Cybernetics and Human Augmentation,2,14
3,399,Energy Harvesting and Sustainability,2,16
3,399,Energy Harvesting and Sustainability,2,16.5
3,399,Energy Harvesting and Sustainability,2,15
3,399,Energy Harvesting and Sustainability,2,12
3,399,Energy Harvesting and Sustainability,2,10
3,399,Energy Harvesting and Sustainability,2,14
3,399,Energy Harvesting and Sustainability,2,14
3,399,Energy Harvesting and Sustainability,2,7.5
3,399,Energy Harvesting and Sustainability,2,17
3,399,Energy Harvesting and Sustainability,2,11
3,399,Interstellar Travel and Navigation,2,9.3
3,399,Interstellar Travel and Navigation,2,9.6
3,399,Interstellar Travel and Navigation,2,9.5
3,399,Interstellar Travel and Navigation,2,11.5
3,399,Interstellar Travel and Navigation,2,11.4
3,399,Interstellar Travel and Navigation,2,11.1
3,399,Interstellar Travel and Navigation,2,9.7
3,399,Neurotechnology and Mind Control,2,9
3,399,Neurotechnology and Mind Control,2,9
3,399,Neurotechnology and Mind Control,2,10.5
3,399,Neurotechnology and Mind Control,2,8
3,399,Quantum Physics and Time Manipulation,1,8
3,399,Quantum Physics and Time Manipulation,1,11
3,399,Quantum Physics and Time Manipulation,1,10
3,399,Quantum Physics and Time Manipulation,1,10.5
3,399,Quantum Physics and Time Manipulation,1,12
3,399,Quantum Physics and Time Manipulation,1,10.5
3,399,Space Law and Ethics,2,10.4
3,399,Space Law and Ethics,2,3.5
3,399,Space Law and Ethics,2,12.8
3,399,Virtual Reality and Simulated Environments,1,8.5
3,399,Virtual Reality and Simulated Environments,1,8
3,399,Virtual Reality and Simulated Environments,1,7
3,399,Virtual Reality and Simulated Environments,1,7.5
3,399,Virtual Reality and Simulated Environments,1,9
3,399,Virtual Reality and Simulated Environments,1,13.5
3,399,Virtual Reality and Simulated Environments,1,12
3,399,Xenobiology and Extraterrestrial Life,1,10.75
3,399,Xenobiology and Extraterrestrial Life,1,11
3,399,Xenobiology and Extraterrestrial Life,1,13.25
3,399,Xenobiology and Extraterrestrial Life,1,15.25
3,408,Artificial Intelligence and Robotics,1,12
3,408,Artificial Intelligence and Robotics,1,13.5
3,408,Artificial Intelligence and Robotics,1,8.5
3,408,Artificial Intelligence and Robotics,1,16
3,408,Artificial Intelligence and Robotics,1,7.5
3,408,Artificial Intelligence and Robotics,1,12
3,408,Astroengineering and Planetary Colonization,1,12
3,408,Astroengineering and Planetary Colonization,1,8
3,408,Cybernetics and Human Augmentation,2,12.75
3,408,Cybernetics and Human Augmentation,2,11.25
3,408,Cybernetics and Human Augmentation,2,11.5
3,408,Cybernetics and Human Augmentation,2,14
3,408,Cybernetics and Human Augmentation,2,11
3,408,Cybernetics and Human Augmentation,2,12.75
3,408,Energy Harvesting and Sustainability,2,15.5
3,408,Energy Harvesting and Sustainability,2,13.5
3,408,Energy Harvesting and Sustainability,2,9.5
3,408,Energy Harvesting and Sustainability,2,10.5
3,408,Energy Harvesting and Sustainability,2,14
3,408,Energy Harvesting and Sustainability,2,14
3,408,Energy Harvesting and Sustainability,2,14.5
3,408,Energy Harvesting and Sustainability,2,11.5
3,408,Energy Harvesting and Sustainability,2,12
3,408,Energy Harvesting and Sustainability,2,13.5
3,408,Interstellar Travel and Navigation,2,10
3,408,Interstellar Travel and Navigation,2,10.1
3,408,Interstellar Travel and Navigation,2,11.3
3,408,Interstellar Travel and Navigation,2,11.7
3,408,Interstellar Travel and Navigation,2,13.3
3,408,Interstellar Travel and Navigation,2,9.7
3,408,Neurotechnology and Mind Control,2,10
3,408,Neurotechnology and Mind Control,2,10.5
3,408,Neurotechnology and Mind Control,2,9.5
3,408,Neurotechnology and Mind Control,2,7.5
3,408,Quantum Physics and Time Manipulation,1,11
3,408,Quantum Physics and Time Manipulation,1,11
3,408,Quantum Physics and Time Manipulation,1,7.5
3,408,Quantum Physics and Time Manipulation,1,5.5
3,408,Quantum Physics and Time Manipulation,1,9.5
3,408,Quantum Physics and Time Manipulation,1,8
3,408,Space Law and Ethics,2,5.1
3,408,Space Law and Ethics,2,6.4
3,408,Space Law and Ethics,2,12.9
3,408,Virtual Reality and Simulated Environments,1,6
3,408,Virtual Reality and Simulated Environments,1,8
3,408,Virtual Reality and Simulated Environments,1,13
3,408,Virtual Reality and Simulated Environments,1,5
3,408,Virtual Reality and Simulated Environments,1,11.5
3,408,Virtual Reality and Simulated Environments,1,8.5
3,408,Virtual Reality and Simulated Environments,1,16.5
3,408,Xenobiology and Extraterrestrial Life,1,15.25
3,408,Xenobiology and Extraterrestrial Life,1,12.5
3,408,Xenobiology and Extraterrestrial Life,1,8.5
3,408,Xenobiology and Extraterrestrial Life,1,10
3,408,Xenobiology and Extraterrestrial Life,1,11.5
3,413,Artificial Intelligence and Robotics,1,14.5
3,413,Artificial Intelligence and Robotics,1,12
3,413,Artificial Intelligence and Robotics,1,15.5
3,413,Artificial Intelligence and Robotics,1,10.5
3,413,Artificial Intelligence and Robotics,1,16.5
3,413,Artificial Intelligence and Robotics,1,10.5
3,413,Astroengineering and Planetary Colonization,1,14
3,413,Astroengineering and Planetary Colonization,1,11.5
3,413,Astroengineering and Planetary Colonization,1,13
3,413,Cybernetics and Human Augmentation,2,12.75
3,413,Cybernetics and Human Augmentation,2,13
3,413,Cybernetics and Human Augmentation,2,12
3,413,Cybernetics and Human Augmentation,2,15.25
3,413,Cybernetics and Human Augmentation,2,11.75
3,413,Cybernetics and Human Augmentation,2,14.25
3,413,Energy Harvesting and Sustainability,2,16.5
3,413,Energy Harvesting and Sustainability,2,12
3,413,Energy Harvesting and Sustainability,2,15.5
3,413,Energy Harvesting and Sustainability,2,20
3,413,Energy Harvesting and Sustainability,2,15.5
3,413,Energy Harvesting and Sustainability,2,13
3,413,Energy Harvesting and Sustainability,2,12
3,413,Energy Harvesting and Sustainability,2,16.5
3,413,Energy Harvesting and Sustainability,2,12.5
3,413,Interstellar Travel and Navigation,2,13.2
3,413,Interstellar Travel and Navigation,2,13.2
3,413,Interstellar Travel and Navigation,2,12.2
3,413,Interstellar Travel and Navigation,2,7.6
3,413,Interstellar Travel and Navigation,2,12.2
3,413,Interstellar Travel and Navigation,2,11.2
3,413,Neurotechnology and Mind Control,2,9
3,413,Neurotechnology and Mind Control,2,11.5
3,413,Neurotechnology and Mind Control,2,12.5
3,413,Quantum Physics and Time Manipulation,1,7
3,413,Quantum Physics and Time Manipulation,1,3
3,413,Quantum Physics and Time Manipulation,1,7.5
3,413,Quantum Physics and Time Manipulation,1,10.5
3,413,Quantum Physics and Time Manipulation,1,3.5
3,413,Quantum Physics and Time Manipulation,1,10.5
3,413,Space Law and Ethics,2,11.9
3,413,Space Law and Ethics,2,9.6
3,413,Space Law and Ethics,2,11.3
3,413,Virtual Reality and Simulated Environments,1,8
3,413,Virtual Reality and Simulated Environments,1,9
3,413,Virtual Reality and Simulated Environments,1,7.5
3,413,Virtual Reality and Simulated Environments,1,16.5
3,413,Virtual Reality and Simulated Environments,1,7
3,413,Virtual Reality and Simulated Environments,1,6.5
3,413,Virtual Reality and Simulated Environments,1,7.5
3,413,Xenobiology and Extraterrestrial Life,1,14.5
3,413,Xenobiology and Extraterrestrial Life,1,14
3,413,Xenobiology and Extraterrestrial Life,1,15
3,413,Xenobiology and Extraterrestrial Life,1,15.25
3,413,Xenobiology and Extraterrestrial Life,1,12.75
3,415,Artificial Intelligence and Robotics,1,12
3,415,Artificial Intelligence and Robotics,1,9.5
3,415,Artificial Intelligence and Robotics,1,9.5
3,415,Artificial Intelligence and Robotics,1,8
3,415,Artificial Intelligence and Robotics,1,9.5
3,415,Artificial Intelligence and Robotics,1,10.5
3,415,Astroengineering and Planetary Colonization,1,8
3,415,Astroengineering and Planetary Colonization,1,10
3,415,Astroengineering and Planetary Colonization,1,19.5
3,415,Cybernetics and Human Augmentation,2,14.5
3,415,Cybernetics and Human Augmentation,2,12.25
3,415,Cybernetics and Human Augmentation,2,11.25
3,415,Cybernetics and Human Augmentation,2,10.5
3,415,Cybernetics and Human Augmentation,2,12.25
3,415,Cybernetics and Human Augmentation,2,12.5
3,415,Energy Harvesting and Sustainability,2,0.5
3,415,Energy Harvesting and Sustainability,2,10
3,415,Energy Harvesting and Sustainability,2,12
3,415,Energy Harvesting and Sustainability,2,9.5
3,415,Energy Harvesting and Sustainability,2,17
3,415,Energy Harvesting and Sustainability,2,15
3,415,Energy Harvesting and Sustainability,2,11
3,415,Energy Harvesting and Sustainability,2,12
3,415,Energy Harvesting and Sustainability,2,15
3,415,Energy Harvesting and Sustainability,2,13
3,415,Interstellar Travel and Navigation,2,9.5
3,415,Interstellar Travel and Navigation,2,9.5
3,415,Interstellar Travel and Navigation,2,12.6
3,415,Interstellar Travel and Navigation,2,7.6
3,415,Interstellar Travel and Navigation,2,7.8
3,415,Interstellar Travel and Navigation,2,10.4
3,415,Interstellar Travel and Navigation,2,12.8
3,415,Neurotechnology and Mind Control,2,6.5
3,415,Neurotechnology and Mind Control,2,9.5
3,415,Neurotechnology and Mind Control,2,8.5
3,415,Neurotechnology and Mind Control,2,13
3,415,Quantum Physics and Time Manipulation,1,10.5
3,415,Quantum Physics and Time Manipulation,1,10.5
3,415,Quantum Physics and Time Manipulation,1,7
3,415,Quantum Physics and Time Manipulation,1,15
3,415,Quantum Physics and Time Manipulation,1,5.5
3,415,Quantum Physics and Time Manipulation,1,10
3,415,Space Law and Ethics,2,9.5
3,415,Space Law and Ethics,2,7.4
3,415,Space Law and Ethics,2,11.2
3,415,Virtual Reality and Simulated Environments,1,7.5
3,415,Virtual Reality and Simulated Environments,1,9.5
3,415,Virtual Reality and Simulated Environments,1,12.5
3,415,Virtual Reality and Simulated Environments,1,7
3,415,Virtual Reality and Simulated Environments,1,15.5
3,415,Virtual Reality and Simulated Environments,1,9.5
3,415,Virtual Reality and Simulated Environments,1,8
3,415,Xenobiology and Extraterrestrial Life,1,2.75
3,415,Xenobiology and Extraterrestrial Life,1,12.75
3,415,Xenobiology and Extraterrestrial Life,1,13.25
3,415,Xenobiology and Extraterrestrial Life,1,9
